data_year,report_id,metric,dim_value_canon,scope,facts_value,verify_value,durum,not
2025,2026q2,funding_by_vertical_size,artificial_intelligence,all,40500000.0,,UNREADABLE,görsel okuma kaydı yok
2025,2026q2,funding_by_vertical_size,biotech,all,4400000.0,,UNREADABLE,görsel okuma kaydı yok
2025,2026q2,funding_by_vertical_size,deeptech,all,15300000.0,,UNREADABLE,görsel okuma kaydı yok
2025,2026q2,funding_by_vertical_size,fintech,all,220400000.0,,UNREADABLE,görsel okuma kaydı yok
2025,2026q2,funding_by_vertical_size,gaming,all,191800000.0,,UNREADABLE,görsel okuma kaydı yok
2025,2026q2,funding_by_vertical_size,internet_of_things,all,1200000.0,,UNREADABLE,görsel okuma kaydı yok
2025,2026q2,funding_by_vertical_size,marketingtech,all,16399999.999999998,,UNREADABLE,görsel okuma kaydı yok
2025,2026q2,funding_by_vertical_size,saas,all,17800000.0,,UNREADABLE,görsel okuma kaydı yok
2025,2026q2,funding_by_vertical_size,telecom,all,12000000.0,,UNREADABLE,görsel okuma kaydı yok
2025,2026q2,funding_by_vertical_size,travel,all,2200000.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,funding_by_vertical_count,artificial_intelligence,all,33.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,funding_by_vertical_count,biotech,all,6.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,funding_by_vertical_count,deeptech,all,1.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,funding_by_vertical_count,energy,all,3.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,funding_by_vertical_count,fintech,all,4.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,funding_by_vertical_count,gaming,all,7.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,funding_by_vertical_count,healthtech,all,12.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,funding_by_vertical_count,mobility,all,3.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,funding_by_vertical_count,saas,all,7.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,funding_by_vertical_count,sustainability,all,4.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,funding_by_vertical_size,artificial_intelligence,all,28600000.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,funding_by_vertical_size,biotech,all,2700000.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,funding_by_vertical_size,deeptech,all,2400000.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,funding_by_vertical_size,fintech,all,16600000.000000002,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,funding_by_vertical_size,gaming,all,111400000.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,funding_by_vertical_size,internet_of_things,all,2000000.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,funding_by_vertical_size,marketingtech,all,7600000.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,funding_by_vertical_size,saas,all,9700000.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,funding_by_vertical_size,telecom,all,1500000.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,funding_by_vertical_size,travel,all,2800000.0,,UNREADABLE,görsel okuma kaydı yok
